,Artist,Song Name,GPE,Line,Line Before,Line After
3157,Immortal Technique,Baby Blue,America,"Most of my Latino and black people who are struggling to get food, clothes and shelter in the hood are so concerned with that, that philosophising about freedom and socialist democracy is usually unfortunately beyond their rationale. They don\'t realize that America can\'t exist without separating them from their identity, because if we had some sense of who we really are, there\'s no way in hell we\'d allow this country to push it\'s genocidal consensus on our homelands. This ignorance exists, but it can be destroyed","[Trumpet Solo]11Embed"", 'The Poverty of Philosophy Lyrics[Verse 1]",Niggas talk about change and working within the system to achieve that
3158,Immortal Technique,Baby Blue,Latino America,Latino America is a huge colony of countries whose presidents are cowards in the face of economic imperialism,"There is usually nothing wrong with compromise in a situation, but compromising yourself in a situation is another story completely And I have seen this happen long enough in the few years that I\'ve been alive to know that it\'s a serious problem","You see, third world countries are rich places, abundant in resources, and many of these countries have the capacity to feed their starving people and the children we always see digging for food in trash on commercials"
3159,Immortal Technique,Baby Blue,Latin America,"You see, most of Latinos are here because of the great inflation that was caused by American companies in Latin America",,"Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States"
3160,Immortal Technique,Baby Blue,the United States,"Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States","You see, most of Latinos are here because of the great inflation that was caused by American companies in Latin America","Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well"
3161,Immortal Technique,Baby Blue,El Salvador,"Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well","Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined"
3162,Immortal Technique,Baby Blue,Guatemala,"Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well","Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined"
3163,Immortal Technique,Baby Blue,Peru,"Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well","Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined"
3164,Immortal Technique,Baby Blue,Colombia,"Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well","Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined"
3165,Immortal Technique,Baby Blue,Nicaragua,"Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well","Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined"
3166,Immortal Technique,Baby Blue,Ecuador,"Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well","Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined"
3167,Immortal Technique,Baby Blue,Republica Dominicana,"Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well","Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined"
3168,Immortal Technique,Baby Blue,Haiti,"Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well","Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined"
3169,Immortal Technique,Baby Blue,Jamaica,"Places like El Salvador, Guatemala, Peru, Colombia, Nicaragua, Ecuador and Republica Dominicana, and not just Spanish-speaking countries either, but Haiti and Jamaica as well","Aside from that, many are seeking a life away from the puppet democracies that were funded by the United States","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined"
3170,Immortal Technique,Baby Blue,Cuba,"And that\'s why we have no control over when the embargo will stop in Cuba, or when the bombs will stop dropping in Vieques","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined","But you see, here in America the attitude that is fed to us is that outside of America there live lesser people"
3171,Immortal Technique,Baby Blue,Vieques,"And that\'s why we have no control over when the embargo will stop in Cuba, or when the bombs will stop dropping in Vieques","As different as we have been taught to look at each other by colonial society, we are in the same struggle and until we realize that, we\'ll be fighting for scraps from the table of a system that has kept us subservient instead of being self-determined","But you see, here in America the attitude that is fed to us is that outside of America there live lesser people"
3172,Immortal Technique,Baby Blue,America,"But you see, here in America the attitude that is fed to us is that outside of America there live lesser people","And that\'s why we have no control over when the embargo will stop in Cuba, or when the bombs will stop dropping in Vieques","""Fuck them, let them fend for themselves."" No, fuck you, they are you"
3173,Immortal Technique,Baby Blue,America,"But you see, here in America the attitude that is fed to us is that outside of America there live lesser people","And that\'s why we have no control over when the embargo will stop in Cuba, or when the bombs will stop dropping in Vieques","""Fuck them, let them fend for themselves."" No, fuck you, they are you"
3174,Immortal Technique,Baby Blue,America,"I want a better life for my family and for my children, but it doesn\'t have to be at the expense of millions of lives in my homeland. We\'re given the idea that if we didn\'t have these people to exploit then America wouldn\'t be rich enough to let us have these little petty material things in our lives and basic standards of living","And whether we want to accept it or not, that\'s what this culture or lack of culture is feeding us","No, that\'s wrong. It\'s the business giants and the government officials who make all the real money"
3175,Immortal Technique,Baby Blue,America,"As much as racism bleeds America, we need to understand that classism is the real issue.","In fact, I have more in common with most working- and middle-class white people than I do with most rich black and Latino people","Many of us are in the same boat and it\'s sinking, while these bougie motherfuckers ride on a luxury liner, and as long as we keep fighting over kicking people out of the little boat we\'re all in, we\'re gonna miss an opportunity to gain a better standard of living as a whole"
3176,Immortal Technique,Baby Blue,Montezuma,The idea of impeaching a ruler comes from an Aztec tradition. That\'s why Montezuma was stoned to death by his own people cause he represented the agenda of White Spaniards once he was captured,You know the idea of a confederation of provinces where one federal government controls the states? The Europeans who came to this country stole that idea from the Iroquois League,Not the Aztec people who would become Mexicans
3177,Immortal Technique,Baby Blue,Sun,I leave you full of clips like the Moon blocking the Sun,The bling-bling era was cute but it\'s about to be done,My metaphors are dirty like herpes but harder to catch
3178,Immortal Technique,Baby Blue,America,I'm baptized by America and covered in leeches,"I pledge no allegiance, nigga, fuck the President's speeches!",The dirty water that bleaches your soul and your facial features
3179,Immortal Technique,Baby Blue,Iraq,They say the rebels in Iraq still fight for Saddam,[Verse 2: Immortal Technique],"But that's bullshit, I'll show you why it's totally wrong"
3180,Immortal Technique,Baby Blue,Harlem,It'd be warfare through Harlem and Washington Heights,'Cause if another country invaded the hood tonight,I wouldn't be fightin' for Bush or White America's dream
3181,Immortal Technique,Baby Blue,Washington Heights,It'd be warfare through Harlem and Washington Heights,'Cause if another country invaded the hood tonight,I wouldn't be fightin' for Bush or White America's dream
3182,Immortal Technique,Baby Blue,White America's,I wouldn't be fightin' for Bush or White America's dream,It'd be warfare through Harlem and Washington Heights,I'd be fightin' for my people's survival and self-esteem
3183,Immortal Technique,Baby Blue,South,"I wouldn't fight for racist churches from the South, my nigga",I'd be fightin' for my people's survival and self-esteem,"I'd be fightin' to keep the occupation out, my nigga"
3184,Immortal Technique,Baby Blue,United States,"""Cocaine. On one hand, you\'re saying the United States government is spending millions of dollars to eliminate the flow of drugs onto our streets. At the same time, we are doing business with the very same government that is flooding our streets with cocaine?""",[Interviewer],
3185,Immortal Technique,Baby Blue,Bolivia,"I\'m on the border of Bolivia, working for pennies",[Verse 1: Immortal Technique],"Treated like a slave, the coca fields have to be ready"
3186,Immortal Technique,Baby Blue,China,"The finest type of China white and cocaine, you\'ll see",The Central Intelligence Agency takes weight faithfully,[Verse 4: Tonedeff]
3187,Immortal Technique,Baby Blue,kis,Make the call and then leave with two kis out the evidence room,Getting popped with weight? The prison sentence is due,[Verse 7: C-Rayz Walz]
3188,Immortal Technique,Baby Blue,South,With bugs in their house like they down South with windows open,Now there\'s players out there talkin\' \'bout they holding,Your dough ain\'t long—you wrong—you take shorts and soon
3189,Immortal Technique,Baby Blue,New Jack City,"[Edited Outro Dialogue from New Jack City, 1991: Nino Brown]",,"""I\'m not guilty. You\'re the one that\'s guilty. The lawmakers, the politicians, the Columbian drug lords... all you who lobby against making drugs legal, just like you did with alcohol during the prohibition! You\'re the one who\'s guilty. I mean, c\'mon, let\'s kick the ballistics here: ain\'t no Uzis made in Harlem! Not one of us in here owns a poppy field! This thing is bigger than Immortal Technique. This is big business. This is the American way.""12Embed', ""Rich Man’s World (1%) Lyrics[Sample]"
3190,Immortal Technique,Baby Blue,Harlem,"""I\'m not guilty. You\'re the one that\'s guilty. The lawmakers, the politicians, the Columbian drug lords... all you who lobby against making drugs legal, just like you did with alcohol during the prohibition! You\'re the one who\'s guilty. I mean, c\'mon, let\'s kick the ballistics here: ain\'t no Uzis made in Harlem! Not one of us in here owns a poppy field! This thing is bigger than Immortal Technique. This is big business. This is the American way.""12Embed', ""Rich Man’s World (1%) Lyrics[Sample]","[Edited Outro Dialogue from New Jack City, 1991: Nino Brown]",You get up and howl about America and democracy
